"","GEOID","year","FRR_NAME","county","percf_acr","percf_op","diff"
"1603","30067",2017,"Basin and Range","Park",20.14,36.03,-15.89
"1604","30069",2017,"Basin and Range","Petroleum",32.19,29.55,2.64
"1605","30071",2017,"Northern Great Plains","Phillips",25.04,27.26,-2.22
"1606","30073",2017,"Northern Great Plains","Pondera",21.66,25.35,-3.69
"1607","30075",2017,"Northern Great Plains","Powder River",29.49,32.1,-2.61
"1608","30077",2017,"Basin and Range","Powell",28.28,28.17,0.109999999999999
"1609","30079",2017,"Northern Great Plains","Prairie",21.88,29.86,-7.98
"1610","30081",2017,"Basin and Range","Ravalli",31.4,42.81,-11.41
"1611","30083",2017,"Northern Great Plains","Richland",22.22,26.13,-3.91
"1612","30085",2017,"Northern Great Plains","Roosevelt",29.15,27.76,1.39
"1613","30087",2017,"Northern Great Plains","Rosebud",29.08,29.9,-0.82
"1614","30089",2017,"Basin and Range","Sanders",6.8,36.02,-29.22
"1615","30091",2017,"Northern Great Plains","Sheridan",16.91,24.07,-7.16
"1616","30093",2017,"Basin and Range","Silver Bow",19.56,31.72,-12.16
"1617","30095",2017,"Basin and Range","Stillwater",27.31,34.74,-7.43
"1618","30097",2017,"Basin and Range","Sweet Grass",30.62,35.97,-5.35
"1619","30099",2017,"Northern Great Plains","Teton",25.96,32.37,-6.41
"1620","30101",2017,"Northern Great Plains","Toole",23.28,29.05,-5.77
"1621","30103",2017,"Basin and Range","Treasure",29.35,30,-0.649999999999999
"1622","30105",2017,"Northern Great Plains","Valley",24.03,29.96,-5.93
"1623","30107",2017,"Basin and Range","Wheatland",36.41,37.45,-1.04000000000001
"1624","30109",2017,"Northern Great Plains","Wibaux",10.79,14.09,-3.3
"1625","30111",2017,"Basin and Range","Yellowstone",27.82,36.88,-9.06
"1626","31001",2017,"Prairie Gateway","Adams",12.68,16.69,-4.01
"1627","31003",2017,"Heartland","Antelope",19.2,22.38,-3.18
"1628","31005",2017,"Northern Great Plains","Arthur",24.93,29.92,-4.99
"1629","31007",2017,"Northern Great Plains","Banner",23.16,28.19,-5.03
"1630","31009",2017,"Northern Great Plains","Blaine",31.38,32.58,-1.2
"1631","31011",2017,"Heartland","Boone",13.12,20.13,-7.01
"1632","31013",2017,"Northern Great Plains","Box Butte",16.25,25.52,-9.27
"1633","31015",2017,"Northern Great Plains","Boyd",18.23,19.48,-1.25
"1634","31017",2017,"Northern Great Plains","Brown",26.03,25.85,0.18
"1635","31019",2017,"Prairie Gateway","Buffalo",23.08,22.76,0.319999999999997
"1636","31021",2017,"Heartland","Burt",17.68,23.37,-5.69
"1637","31023",2017,"Heartland","Butler",11.38,20.45,-9.07
"1638","31025",2017,"Heartland","Cass",10.58,23.59,-13.01
"1639","31027",2017,"Heartland","Cedar",22.04,21.09,0.949999999999999
"1640","31029",2017,"Prairie Gateway","Chase",22.66,27.86,-5.2
"1641","31031",2017,"Northern Great Plains","Cherry",20.92,27.67,-6.75
"1642","31033",2017,"Northern Great Plains","Cheyenne",22.43,27.08,-4.65
"1643","31035",2017,"Prairie Gateway","Clay",20.45,26.05,-5.6
"1644","31037",2017,"Heartland","Colfax",19.38,18.73,0.649999999999999
"1645","31039",2017,"Heartland","Cuming",14.2,17.84,-3.64
"1646","31041",2017,"Prairie Gateway","Custer",21.04,23.78,-2.74
"1647","31043",2017,"Heartland","Dakota",24.55,29.46,-4.91
"1648","31045",2017,"Northern Great Plains","Dawes",32.3,34.51,-2.21
"1649","31047",2017,"Prairie Gateway","Dawson",17.77,22.57,-4.8
"1650","31049",2017,"Northern Great Plains","Deuel",23.57,31.34,-7.77
"1651","31051",2017,"Heartland","Dixon",24.86,26.43,-1.57
"1652","31053",2017,"Heartland","Dodge",13.15,21.25,-8.1
"1653","31055",2017,"Heartland","Douglas",18.47,33.26,-14.79
"1654","31057",2017,"Prairie Gateway","Dundy",26.64,26.88,-0.239999999999998
"1655","31059",2017,"Prairie Gateway","Fillmore",15.28,18.86,-3.58
"1656","31061",2017,"Prairie Gateway","Franklin",13.31,19.51,-6.2
"1657","31063",2017,"Prairie Gateway","Frontier",21.77,22.3,-0.530000000000001
"1658","31065",2017,"Prairie Gateway","Furnas",15.06,21.6,-6.54
"1659","31067",2017,"Prairie Gateway","Gage",13.28,24.1,-10.82
"1660","31069",2017,"Northern Great Plains","Garden",16.53,23.28,-6.75
"1661","31071",2017,"Northern Great Plains","Garfield",20.12,26.61,-6.49
"1662","31073",2017,"Prairie Gateway","Gosper",21.76,22.47,-0.709999999999997
"1663","31075",2017,"Northern Great Plains","Grant",22.85,18.42,4.43
"1664","31077",2017,"Prairie Gateway","Greeley",21.44,17.27,4.17
"1665","31079",2017,"Prairie Gateway","Hall",11.18,19.24,-8.06
"1666","31081",2017,"Heartland","Hamilton",12.49,17.71,-5.22
"1667","31083",2017,"Prairie Gateway","Harlan",15.63,18.24,-2.61
"1668","31085",2017,"Prairie Gateway","Hayes",17.96,22.93,-4.97
"1669","31087",2017,"Prairie Gateway","Hitchcock",16.33,19.65,-3.32
"1670","31089",2017,"Northern Great Plains","Holt",18.8,24.21,-5.41
"1671","31091",2017,"Northern Great Plains","Hooker",27.02,38.24,-11.22
"1672","31093",2017,"Prairie Gateway","Howard",15.83,25.99,-10.16
"1673","31095",2017,"Prairie Gateway","Jefferson",15.37,19.48,-4.11
"1674","31097",2017,"Prairie Gateway","Johnson",19.55,25.61,-6.06
"1675","31099",2017,"Prairie Gateway","Kearney",15.05,16.62,-1.57
"1676","31101",2017,"Prairie Gateway","Keith",17.63,28.14,-10.51
"1677","31103",2017,"Northern Great Plains","Keya Paha",21.14,21.69,-0.550000000000001
"1678","31105",2017,"Northern Great Plains","Kimball",27.36,34.22,-6.86
"1679","31107",2017,"Heartland","Knox",21.67,23.42,-1.75
"1680","31109",2017,"Heartland","Lancaster",17.08,29.81,-12.73
"1681","31111",2017,"Prairie Gateway","Lincoln",26.32,30.55,-4.23
"1682","31113",2017,"Northern Great Plains","Logan",23.81,28.66,-4.85
"1683","31115",2017,"Northern Great Plains","Loup",30.6,30,0.600000000000001
"1684","31117",2017,"Northern Great Plains","McPherson",23.7,25.4,-1.7
"1685","31119",2017,"Heartland","Madison",18.88,20.08,-1.2
"1686","31121",2017,"Heartland","Merrick",19.36,22.91,-3.55
"1687","31123",2017,"Northern Great Plains","Morrill",20.05,24.61,-4.56
"1688","31125",2017,"Heartland","Nance",15.68,17.97,-2.29
"1689","31127",2017,"Prairie Gateway","Nemaha",18.64,23.54,-4.9
"1690","31129",2017,"Prairie Gateway","Nuckolls",13.31,15.73,-2.42
"1691","31131",2017,"Prairie Gateway","Otoe",10.14,22.19,-12.05
"1692","31133",2017,"Prairie Gateway","Pawnee",15.99,21.52,-5.53
"1693","31135",2017,"Prairie Gateway","Perkins",21.63,24.27,-2.64
"1694","31137",2017,"Prairie Gateway","Phelps",17.31,22.37,-5.06
"1695","31139",2017,"Heartland","Pierce",19.41,23.45,-4.04
"1696","31141",2017,"Heartland","Platte",15.96,16.79,-0.829999999999998
"1697","31143",2017,"Heartland","Polk",14.63,15.93,-1.3
"1698","31145",2017,"Prairie Gateway","Red Willow",20.74,28.33,-7.59
"1699","31147",2017,"Prairie Gateway","Richardson",14.9,24.88,-9.98
"1700","31149",2017,"Northern Great Plains","Rock",29.71,22.27,7.44
"1701","31151",2017,"Prairie Gateway","Saline",18.13,20.68,-2.55
"1702","31153",2017,"Heartland","Sarpy",20.92,26.34,-5.42
"1703","31155",2017,"Heartland","Saunders",11.67,21,-9.33
"1704","31157",2017,"Northern Great Plains","Scotts Bluff",21.99,31.61,-9.62
"1705","31159",2017,"Heartland","Seward",14.39,22.11,-7.72
"1706","31161",2017,"Northern Great Plains","Sheridan",19.35,27.29,-7.94
"1707","31163",2017,"Prairie Gateway","Sherman",18.36,20.52,-2.16
"1708","31165",2017,"Northern Great Plains","Sioux",25.41,36.19,-10.78
"1709","31167",2017,"Heartland","Stanton",14.97,21.67,-6.7
"1710","31169",2017,"Prairie Gateway","Thayer",21.66,21.26,0.399999999999999
"1711","31171",2017,"Northern Great Plains","Thomas",29.62,37.96,-8.34
"1712","31173",2017,"Heartland","Thurston",16.22,20.22,-4
"1713","31175",2017,"Prairie Gateway","Valley",13.7,18.25,-4.55
"1714","31177",2017,"Heartland","Washington",10.59,25.22,-14.63
"1715","31179",2017,"Heartland","Wayne",16.62,19.79,-3.17
"1716","31181",2017,"Prairie Gateway","Webster",17.08,19.91,-2.83
"1717","31183",2017,"Northern Great Plains","Wheeler",22,23.6,-1.6
"1718","31185",2017,"Heartland","York",15.89,17.37,-1.48
"1719","32001",2017,"Basin and Range","Churchill",28.77,39.76,-10.99
"1720","32003",2017,"Basin and Range","Clark",NA,46.5,NA
"1721","32005",2017,"Basin and Range","Douglas",4.37,42.53,-38.16
"1722","32007",2017,"Basin and Range","Elko",23.15,40.82,-17.67
"1723","32009",2017,"Basin and Range","Esmeralda",NA,11.11,NA
"1724","32011",2017,"Basin and Range","Eureka",9.79,41.86,-32.07
"1725","32013",2017,"Basin and Range","Humboldt",15.66,31.38,-15.72
"1726","32015",2017,"Basin and Range","Lander",21.66,26.76,-5.1
"1727","32017",2017,"Basin and Range","Lincoln",NA,39.29,NA
"1728","32019",2017,"Basin and Range","Lyon",27.65,44.55,-16.9
"1729","32021",2017,"Basin and Range","Mineral",NA,20.31,NA
"1730","32023",2017,"Basin and Range","Nye",13.5,38.87,-25.37
"1731","32027",2017,"Basin and Range","Pershing",26.54,34.4,-7.86
"1732","32029",2017,"Basin and Range","Storey",NA,NA,NA
"1733","32031",2017,"Basin and Range","Washoe",7.59,39.13,-31.54
"1734","32033",2017,"Basin and Range","White Pine",25.12,28.38,-3.26
"1735","32510",2017,"Basin and Range","Carson City",NA,46.43,NA
"1736","33001",2017,"Northern Crescent","Belknap",38.14,45.75,-7.61
"1737","33003",2017,"Northern Crescent","Carroll",28.74,44.69,-15.95
"1738","33005",2017,"Northern Crescent","Cheshire",43.77,47.78,-4.01
"1739","33007",2017,"Northern Crescent","Coos",25.33,35.8,-10.47
"1740","33009",2017,"Northern Crescent","Grafton",28.27,37.16,-8.89
"1741","33011",2017,"Northern Crescent","Hillsborough",28.27,44.89,-16.62
"1742","33013",2017,"Northern Crescent","Merrimack",37.63,41.64,-4.01
"1743","33015",2017,"Northern Crescent","Rockingham",46.75,48.89,-2.14
"1744","33017",2017,"Northern Crescent","Strafford",44.3,47.06,-2.76000000000001
"1745","33019",2017,"Northern Crescent","Sullivan",26.89,44.84,-17.95
"1746","34001",2017,"Northern Crescent","Atlantic",26.14,36.06,-9.92
"1747","34003",2017,"Northern Crescent","Bergen",43.98,40,3.98
"1748","34005",2017,"Northern Crescent","Burlington",17.02,38.63,-21.61
"1749","34007",2017,"Northern Crescent","Camden",32.84,45.78,-12.94
"1750","34009",2017,"Northern Crescent","Cape May",21.12,37.86,-16.74
"1751","34011",2017,"Northern Crescent","Cumberland",18.39,29.79,-11.4
"1752","34013",2017,"Northern Crescent","Essex",NA,48.39,NA
"1753","34015",2017,"Northern Crescent","Gloucester",23.15,36.69,-13.54
"1754","34017",2017,"Northern Crescent","Hudson",NA,NA,NA
"1755","34019",2017,"Northern Crescent","Hunterdon",27.85,41.22,-13.37
"1756","34021",2017,"Northern Crescent","Mercer",24.45,37.3,-12.85
"1757","34023",2017,"Northern Crescent","Middlesex",13.75,29.43,-15.68
"1758","34025",2017,"Northern Crescent","Monmouth",32.15,39.39,-7.24
"1759","34027",2017,"Northern Crescent","Morris",28.19,43.53,-15.34
"1760","34029",2017,"Northern Crescent","Ocean",25.15,40.18,-15.03
"1761","34031",2017,"Northern Crescent","Passaic",47.64,48.28,-0.640000000000001
"1762","34033",2017,"Northern Crescent","Salem",16.51,31.16,-14.65
"1763","34035",2017,"Northern Crescent","Somerset",22,40.78,-18.78
"1764","34037",2017,"Northern Crescent","Sussex",29.16,40.52,-11.36
"1765","34039",2017,"Northern Crescent","Union",NA,20,NA
"1766","34041",2017,"Northern Crescent","Warren",25.6,40.15,-14.55
"1767","35001",2017,"Basin and Range","Bernalillo",NA,36,NA
"1768","35003",2017,"Basin and Range","Catron",17.98,36.19,-18.21
"1769","35005",2017,"Prairie Gateway","Chaves",28.27,30.74,-2.47
"1770","35006",2017,"Basin and Range","Cibola",14.5,38.28,-23.78
"1771","35007",2017,"Prairie Gateway","Colfax",20.98,38.98,-18
"1772","35009",2017,"Prairie Gateway","Curry",23.32,32.7,-9.38
"1773","35011",2017,"Prairie Gateway","De Baca",17.37,34,-16.63
"1774","35013",2017,"Prairie Gateway","Doña Ana",19.64,32.85,-13.21
"1775","35015",2017,"Prairie Gateway","Eddy",19.51,28.62,-9.11
"1776","35017",2017,"Basin and Range","Grant",35.9,41.22,-5.32
"1777","35019",2017,"Prairie Gateway","Guadalupe",27.4,32.41,-5.01
"1778","35021",2017,"Prairie Gateway","Harding",29.75,30.42,-0.670000000000002
"1779","35023",2017,"Basin and Range","Hidalgo",30.13,33.82,-3.69
"1780","35025",2017,"Prairie Gateway","Lea",24.7,27.29,-2.59
"1781","35027",2017,"Prairie Gateway","Lincoln",20.58,39.3,-18.72
"1782","35028",2017,"Basin and Range","Los Alamos",NA,50,NA
"1783","35029",2017,"Basin and Range","Luna",29.01,32.28,-3.27
"1784","35031",2017,"Basin and Range","McKinley",39.16,50.64,-11.48
"1785","35033",2017,"Prairie Gateway","Mora",30.04,36.31,-6.27
"1786","35035",2017,"Prairie Gateway","Otero",24.62,35.81,-11.19
"1787","35037",2017,"Prairie Gateway","Quay",23.68,33.29,-9.61
"1788","35039",2017,"Basin and Range","Rio Arriba",17.81,31.58,-13.77
"1789","35041",2017,"Prairie Gateway","Roosevelt",25.9,34.13,-8.23
"1790","35043",2017,"Basin and Range","Sandoval",15.32,31.01,-15.69
"1791","35045",2017,"Basin and Range","San Juan",45.33,45.99,-0.660000000000004
"1792","35047",2017,"Prairie Gateway","San Miguel",19.22,32.72,-13.5
"1793","35049",2017,"Basin and Range","Santa Fe",NA,37.99,NA
"1794","35051",2017,"Basin and Range","Sierra",20.09,36.44,-16.35
"1795","35053",2017,"Basin and Range","Socorro",29.26,30.98,-1.72
"1796","35055",2017,"Basin and Range","Taos",16.93,32.21,-15.28
"1797","35057",2017,"Prairie Gateway","Torrance",24.38,33.59,-9.21
"1798","35059",2017,"Prairie Gateway","Union",24.5,28.54,-4.04
"1799","35061",2017,"Basin and Range","Valencia",34.65,33.06,1.59
"1800","36001",2017,"Northern Crescent","Albany",29.36,41.56,-12.2
"1801","36003",2017,"Northern Crescent","Allegany",22.75,30.26,-7.51
"1802","36007",2017,"Northern Crescent","Broome",26.29,36.03,-9.74
"1803","36009",2017,"Northern Crescent","Cattaraugus",18.67,25.81,-7.14
"1804","36011",2017,"Northern Crescent","Cayuga",14.19,28.79,-14.6
"1805","36013",2017,"Northern Crescent","Chautauqua",22.69,30.04,-7.35
"1806","36015",2017,"Northern Crescent","Chemung",31.26,33.53,-2.27
"1807","36017",2017,"Northern Crescent","Chenango",23.46,33.61,-10.15
"1808","36019",2017,"Northern Crescent","Clinton",19.96,31.58,-11.62
"1809","36021",2017,"Northern Crescent","Columbia",28.73,38.12,-9.39
"1810","36023",2017,"Northern Crescent","Cortland",21.12,31.69,-10.57
"1811","36025",2017,"Northern Crescent","Delaware",28.36,32.18,-3.82
"1812","36027",2017,"Northern Crescent","Dutchess",32.44,42.58,-10.14
"1813","36029",2017,"Northern Crescent","Erie",19.36,36.07,-16.71
"1814","36031",2017,"Northern Crescent","Essex",33.1,40.87,-7.77
"1815","36033",2017,"Northern Crescent","Franklin",24.45,31.31,-6.86
"1816","36035",2017,"Northern Crescent","Fulton",34.78,41.45,-6.67
"1817","36037",2017,"Northern Crescent","Genesee",24.06,31.53,-7.47
"1818","36039",2017,"Northern Crescent","Greene",26.41,39.5,-13.09
"1819","36041",2017,"Northern Crescent","Hamilton",47.38,40,7.38
"1820","36043",2017,"Northern Crescent","Herkimer",30.32,32.59,-2.27
"1821","36045",2017,"Northern Crescent","Jefferson",23.48,28.83,-5.35
"1822","36047",2017,"Northern Crescent","Kings",NA,57.69,NA
"1823","36049",2017,"Northern Crescent","Lewis",30.67,30.22,0.450000000000003
"1824","36051",2017,"Northern Crescent","Livingston",18.78,32.66,-13.88
"1825","36053",2017,"Northern Crescent","Madison",24.03,31.43,-7.4
"1826","36055",2017,"Northern Crescent","Monroe",17.93,36.1,-18.17
"1827","36057",2017,"Northern Crescent","Montgomery",20.23,29.86,-9.63
"1828","36059",2017,"Northern Crescent","Nassau",8.29,15.15,-6.86
"1829","36061",2017,"Northern Crescent","New York",57.89,63.64,-5.75
"1830","36063",2017,"Northern Crescent","Niagara",23.48,36.79,-13.31
"1831","36065",2017,"Northern Crescent","Oneida",23.69,33.81,-10.12
"1832","36067",2017,"Northern Crescent","Onondaga",13.11,32.08,-18.97
"1833","36069",2017,"Northern Crescent","Ontario",18.65,27.74,-9.09
"1834","36071",2017,"Northern Crescent","Orange",28.17,39.04,-10.87
"1835","36073",2017,"Northern Crescent","Orleans",14.11,30.07,-15.96
"1836","36075",2017,"Northern Crescent","Oswego",29.27,37.36,-8.09
"1837","36077",2017,"Northern Crescent","Otsego",30.36,33.42,-3.06
"1838","36079",2017,"Northern Crescent","Putnam",28.69,41.98,-13.29
"1839","36081",2017,"Northern Crescent","Queens",NA,25,NA
"1840","36083",2017,"Northern Crescent","Rensselaer",24.91,34.99,-10.08
"1841","36085",2017,"Northern Crescent","Richmond",46.94,33.33,13.61
"1842","36087",2017,"Northern Crescent","Rockland",21.71,42.11,-20.4
"1843","36089",2017,"Northern Crescent","St. Lawrence",27.99,31.52,-3.53
"1844","36091",2017,"Northern Crescent","Saratoga",30.86,42.34,-11.48
"1845","36093",2017,"Northern Crescent","Schenectady",28.96,35.54,-6.58
"1846","36095",2017,"Northern Crescent","Schoharie",33.04,37.91,-4.87
"1847","36097",2017,"Northern Crescent","Schuyler",18.96,33.78,-14.82
"1848","36099",2017,"Northern Crescent","Seneca",17.51,30.65,-13.14
"1849","36101",2017,"Northern Crescent","Steuben",19.06,26.37,-7.31
"1850","36103",2017,"Northern Crescent","Suffolk",34.98,38.66,-3.68
"1851","36105",2017,"Northern Crescent","Sullivan",27.87,42.56,-14.69
"1852","36107",2017,"Northern Crescent","Tioga",30.35,37.78,-7.43
"1853","36109",2017,"Northern Crescent","Tompkins",21.41,37.52,-16.11
"1854","36111",2017,"Northern Crescent","Ulster",28.22,35.48,-7.26
"1855","36113",2017,"Northern Crescent","Warren",54.48,39.45,15.03
"1856","36115",2017,"Northern Crescent","Washington",25.98,36.79,-10.81
"1857","36117",2017,"Northern Crescent","Wayne",16.85,29.5,-12.65
"1858","36119",2017,"Northern Crescent","Westchester",26.54,49.31,-22.77
"1859","36121",2017,"Northern Crescent","Wyoming",22.74,30.95,-8.21
"1860","36123",2017,"Northern Crescent","Yates",19.43,24.28,-4.85
"1861","37001",2017,"Southern Seaboard","Alamance",23,29.63,-6.63
"1862","37003",2017,"Southern Seaboard","Alexander",20.17,27.4,-7.23
"1863","37005",2017,"Southern Seaboard","Alleghany",30.62,27.88,2.74
"1864","37007",2017,"Southern Seaboard","Anson",20.62,21.28,-0.66
"1865","37009",2017,"Southern Seaboard","Ashe",22.03,26.59,-4.56
"1866","37011",2017,"Southern Seaboard","Avery",29.07,23.38,5.69
"1867","37013",2017,"Southern Seaboard","Beaufort",17.33,22.28,-4.95
"1868","37015",2017,"Southern Seaboard","Bertie",13.17,17.3,-4.13
"1869","37017",2017,"Southern Seaboard","Bladen",10.43,19.57,-9.14
"1870","37019",2017,"Southern Seaboard","Brunswick",17.17,29.81,-12.64
"1871","37021",2017,"Eastern Uplands","Buncombe",25.57,34.52,-8.95
"1872","37023",2017,"Eastern Uplands","Burke",27,26.65,0.350000000000001
"1873","37025",2017,"Southern Seaboard","Cabarrus",15.08,28.08,-13
"1874","37027",2017,"Southern Seaboard","Caldwell",20.84,29.14,-8.3
"1875","37029",2017,"Southern Seaboard","Camden",13.31,29.36,-16.05
"1876","37031",2017,"Southern Seaboard","Carteret",2.33,33.33,-31
"1877","37033",2017,"Southern Seaboard","Caswell",18.96,23.99,-5.03
"1878","37035",2017,"Southern Seaboard","Catawba",20.94,27.32,-6.38
"1879","37037",2017,"Southern Seaboard","Chatham",27.21,35.27,-8.06
"1880","37039",2017,"Eastern Uplands","Cherokee",12.88,26.59,-13.71
"1881","37041",2017,"Southern Seaboard","Chowan",15.16,11.32,3.84
"1882","37043",2017,"Eastern Uplands","Clay",11.95,20.77,-8.82
"1883","37045",2017,"Southern Seaboard","Cleveland",17.33,27,-9.67
"1884","37047",2017,"Southern Seaboard","Columbus",8.44,21.4,-12.96
"1885","37049",2017,"Southern Seaboard","Craven",14.31,25.94,-11.63
"1886","37051",2017,"Southern Seaboard","Cumberland",12.61,26.03,-13.42
"1887","37053",2017,"Southern Seaboard","Currituck",13.34,26.85,-13.51
"1888","37055",2017,"Southern Seaboard","Dare",11.8,42.86,-31.06
"1889","37057",2017,"Southern Seaboard","Davidson",17.16,23.52,-6.36
"1890","37059",2017,"Southern Seaboard","Davie",21.09,22.6,-1.51
"1891","37061",2017,"Southern Seaboard","Duplin",17.78,21.52,-3.74
"1892","37063",2017,"Southern Seaboard","Durham",21.55,36.36,-14.81
"1893","37065",2017,"Southern Seaboard","Edgecombe",18.6,22.1,-3.5
"1894","37067",2017,"Southern Seaboard","Forsyth",22.53,29.84,-7.31
"1895","37069",2017,"Southern Seaboard","Franklin",19.48,32.63,-13.15
"1896","37071",2017,"Southern Seaboard","Gaston",25.7,34.89,-9.19
"1897","37073",2017,"Southern Seaboard","Gates",19.19,30.73,-11.54
"1898","37075",2017,"Eastern Uplands","Graham",37.11,29.61,7.5
"1899","37077",2017,"Southern Seaboard","Granville",15.4,27.32,-11.92
"1900","37079",2017,"Southern Seaboard","Greene",8.96,15.58,-6.62
"1901","37081",2017,"Southern Seaboard","Guilford",20.15,29.05,-8.9
"1902","37083",2017,"Southern Seaboard","Halifax",11,22.11,-11.11
"1903","37085",2017,"Southern Seaboard","Harnett",14.11,26.42,-12.31
"1904","37087",2017,"Eastern Uplands","Haywood",13.35,21.17,-7.82
"1905","37089",2017,"Eastern Uplands","Henderson",22.87,29.15,-6.28
"1906","37091",2017,"Southern Seaboard","Hertford",9.61,20.71,-11.1
"1907","37093",2017,"Southern Seaboard","Hoke",9.37,29.11,-19.74
"1908","37095",2017,"Southern Seaboard","Hyde",5.82,21.05,-15.23
"1909","37097",2017,"Southern Seaboard","Iredell",20.18,27.8,-7.62
"1910","37099",2017,"Eastern Uplands","Jackson",23.81,28.57,-4.76
"1911","37101",2017,"Southern Seaboard","Johnston",14.11,23.87,-9.76
"1912","37103",2017,"Southern Seaboard","Jones",15.94,24.64,-8.7
"1913","37105",2017,"Southern Seaboard","Lee",15.51,28.43,-12.92
"1914","37107",2017,"Southern Seaboard","Lenoir",8.08,17.46,-9.38
"1915","37109",2017,"Southern Seaboard","Lincoln",14.27,26.98,-12.71
"1916","37111",2017,"Eastern Uplands","McDowell",22.07,30.57,-8.5
"1917","37113",2017,"Eastern Uplands","Macon",32.73,30.36,2.37
"1918","37115",2017,"Eastern Uplands","Madison",30.79,33.41,-2.62
"1919","37117",2017,"Southern Seaboard","Martin",5.68,9.88,-4.2
"1920","37119",2017,"Southern Seaboard","Mecklenburg",17.4,28.08,-10.68
"1921","37121",2017,"Eastern Uplands","Mitchell",22.89,25.88,-2.99
"1922","37123",2017,"Southern Seaboard","Montgomery",18.94,23.21,-4.27
"1923","37125",2017,"Southern Seaboard","Moore",21.57,33.8,-12.23
"1924","37127",2017,"Southern Seaboard","Nash",14.45,30.16,-15.71
"1925","37129",2017,"Southern Seaboard","New Hanover",44.49,36.76,7.73
"1926","37131",2017,"Southern Seaboard","Northampton",9.95,14.95,-5
"1927","37133",2017,"Southern Seaboard","Onslow",18.94,27.16,-8.22
"1928","37135",2017,"Southern Seaboard","Orange",22.5,37.35,-14.85
"1929","37137",2017,"Southern Seaboard","Pamlico",5.43,29.2,-23.77
"1930","37139",2017,"Southern Seaboard","Pasquotank",9.73,13.43,-3.7
"1931","37141",2017,"Southern Seaboard","Pender",13.68,34.89,-21.21
"1932","37143",2017,"Southern Seaboard","Perquimans",6.9,20.48,-13.58
"1933","37145",2017,"Southern Seaboard","Person",8.64,22.51,-13.87
"1934","37147",2017,"Southern Seaboard","Pitt",11.1,24.6,-13.5
"1935","37149",2017,"Eastern Uplands","Polk",39.03,37.7,1.33
"1936","37151",2017,"Southern Seaboard","Randolph",23.12,25.27,-2.15
"1937","37153",2017,"Southern Seaboard","Richmond",29.2,33.1,-3.9
"1938","37155",2017,"Southern Seaboard","Robeson",12.04,23.88,-11.84
"1939","37157",2017,"Southern Seaboard","Rockingham",18.18,24.41,-6.23
"1940","37159",2017,"Southern Seaboard","Rowan",22.31,27.3,-4.99
"1941","37161",2017,"Eastern Uplands","Rutherford",25.51,30.49,-4.98
"1942","37163",2017,"Southern Seaboard","Sampson",19,21.11,-2.11
"1943","37165",2017,"Southern Seaboard","Scotland",5.16,18.7,-13.54
"1944","37167",2017,"Southern Seaboard","Stanly",15.65,27.26,-11.61
"1945","37169",2017,"Southern Seaboard","Stokes",21.72,30.14,-8.42
"1946","37171",2017,"Southern Seaboard","Surry",25.12,22.19,2.93
"1947","37173",2017,"Eastern Uplands","Swain",10.55,33.91,-23.36
"1948","37175",2017,"Eastern Uplands","Transylvania",30.79,30.82,-0.0300000000000011
"1949","37177",2017,"Southern Seaboard","Tyrrell",2.12,9.33,-7.21
"1950","37179",2017,"Southern Seaboard","Union",18.64,29.5,-10.86
"1951","37181",2017,"Southern Seaboard","Vance",14.23,30.42,-16.19
"1952","37183",2017,"Southern Seaboard","Wake",10.93,30.32,-19.39
"1953","37185",2017,"Southern Seaboard","Warren",17.02,24.75,-7.73
"1954","37187",2017,"Southern Seaboard","Washington",16.91,19.75,-2.84
"1955","37189",2017,"Southern Seaboard","Watauga",16.81,28.53,-11.72
"1956","37191",2017,"Southern Seaboard","Wayne",16.7,23.56,-6.86
"1957","37193",2017,"Southern Seaboard","Wilkes",17.6,25.88,-8.28
"1958","37195",2017,"Southern Seaboard","Wilson",17.48,25.08,-7.6
"1959","37197",2017,"Southern Seaboard","Yadkin",15.55,23.06,-7.51
"1960","37199",2017,"Eastern Uplands","Yancey",20.09,25.05,-4.96
"1961","38001",2017,"Northern Great Plains","Adams",22.94,24.73,-1.79
"1962","38003",2017,"Northern Great Plains","Barnes",22.35,23.58,-1.23
"1963","38005",2017,"Northern Great Plains","Benson",18.17,19.59,-1.42
"1964","38007",2017,"Northern Great Plains","Billings",11.12,31.25,-20.13
"1965","38009",2017,"Northern Great Plains","Bottineau",15.2,19.23,-4.03
"1966","38011",2017,"Northern Great Plains","Bowman",22.94,27.49,-4.55
"1967","38013",2017,"Northern Great Plains","Burke",19.57,25.49,-5.92
"1968","38015",2017,"Northern Great Plains","Burleigh",16.38,27.33,-10.95
"1969","38017",2017,"Northern Great Plains","Cass",16.91,21.51,-4.6
"1970","38019",2017,"Northern Great Plains","Cavalier",18.97,21.82,-2.85
"1971","38021",2017,"Northern Great Plains","Dickey",14.82,17.54,-2.72
"1972","38023",2017,"Northern Great Plains","Divide",12.63,19,-6.37
"1973","38025",2017,"Northern Great Plains","Dunn",26.58,29.29,-2.71
"1974","38027",2017,"Northern Great Plains","Eddy",21.66,25.48,-3.82
"1975","38029",2017,"Northern Great Plains","Emmons",13.85,19.26,-5.41
"1976","38031",2017,"Northern Great Plains","Foster",17.67,16.41,1.26
"1977","38033",2017,"Northern Great Plains","Golden Valley",22.73,28.37,-5.64
